pair_id,lang,arm,concept,subject,writer_id,positive,negative,n_pos,n_neg,ratio,flag_length,flag_identical,flag_nfc
EP001,yor,C,politeness,Buying something at the market,nllb-200-3.3B,"Àárọ̀ ọ̀la o, ẹ jọ̀wọ́ mo fẹ́ bi yín bóyá ẹ ń lọ sí ọjà lónìí.","Àárọ̀, ṣé wàá lọ sí ọjà lónìí?",16,7,2.2857142857142856,True,False,False
EP002,yor,C,politeness,Buying something at the market,nllb-200-3.3B,"Jọ̀wọ́ màmá, tó bá jẹ́ pé kì í ṣe ìṣòro ńlá, ṣé o lè ràn mí lọ́wọ́ láti ra ìrẹsì díẹ̀?",Ẹ jọ̀wọ́ ẹ lè ràn mí lọ́wọ́ láti ra ìrẹsì nígbà tí ẹ bá lọ?,21,15,1.4,False,False,False
EP003,yor,C,politeness,Buying something at the market,nllb-200-3.3B,"Ọ̀gá, mo ti padà dé láti ọjà, mo sì mú ohun tí o béèrè wá.","Mo padà dé láti ọjà, mo kó àwọn nǹkan rẹ.",15,10,1.5,False,False,False
EP004,yor,C,politeness,Buying something at the market,nllb-200-3.3B,"Ẹ jọ̀wọ́, ṣé ẹ fẹ́ kí n mú nǹkan kan wá fún yín nígbà tí mo bá wà níbẹ̀?","Tó o bá nílò nǹkan kan ní ọjà, sọ fún mi kí n tó jáde.",19,15,1.2666666666666666,False,False,False
EP005,yor,C,politeness,The phone network today,nllb-200-3.3B,"Ìyá mi, mo lérò pé ẹ lè gbọ́ mi, àdúgbò yìí kò mọ́.",Ṣé ẹ lè gbọ́ mi? Ètò ìbánisọ̀rọ̀ kò dára níbí.,13,10,1.3,False,False,False
EP006,yor,C,politeness,The phone network today,nllb-200-3.3B,"Ọ̀gá, ẹ jọ̀wọ́ dárí jì mí, tẹlifóònù mi já nígbà tá à ń bára wa sọ̀rọ̀.","Ó dùn mí gan-an, mo pàdánù ìjùmọ̀sọ̀rọ̀ tẹlifíṣọ̀n mi.",16,9,1.7777777777777777,False,False,False
EP007,yor,C,politeness,The phone network today,nllb-200-3.3B,"Jọ̀wọ́, ṣé mo tún lè pè ẹ́ nígbà tó bá yá tí ìtòlẹ́sẹẹsẹ náà bá dára sí i?",Ẹ jẹ́ kí n pe yín padà nígbà tí ètò náà bá dára sí i.,18,15,1.2,False,False,False
EP008,yor,C,politeness,The phone network today,nllb-200-3.3B,"Màmá, mo ti ń gbìyànjú láti kàn sí ẹ látàárọ̀ ṣúlẹ̀, àmọ́ kò sí ìgbóhùnsáfẹ́sọ́nà.","Gbogbo ọjọ́ ni mo fi ń pè ẹ́, àmọ́ kò sí rédíò lórí tẹlifóònù rẹ.",15,15,1.0,False,False,False
EP009,yor,C,politeness,A journey by bus,nllb-200-3.3B,"Àárọ̀ ọ̀la o, mo fẹ́ sọ fún ọ pé mo ti wọ ọkọ̀ ojú irin.","Mo ti wọ ọkọ̀ náà, ó yẹ ká gbéra ní ìṣẹ́jú díẹ̀ sí i.",15,14,1.0714285714285714,False,False,False
EP010,yor,C,politeness,A journey by bus,nllb-200-3.3B,"Ẹ jọ̀wọ́ màmá, mo ti dé láìséwu, mo dúpẹ́ pé ẹ wá wò mí.","Mo dé ibẹ̀ láìséwu, mo dúpẹ́ fún àyẹ̀wò rẹ.",14,9,1.5555555555555556,False,False,False
EP011,yor,C,politeness,A journey by bus,nllb-200-3.3B,"Ọ̀gá, bọ́ọ̀sì ń pẹ́, mi ò fẹ́ kí ẹ máa ṣàníyàn.","Bọ́ọ̀sì ń pẹ́, ẹ má ṣàníyàn, màá fi ìsọfúnni ránṣẹ́ nígbà tí a bá bẹ̀rẹ̀ ìrìn àjò.",11,17,1.5454545454545454,False,False,False
EP012,yor,C,politeness,A journey by bus,nllb-200-3.3B,"Ẹ jọ̀wọ́, ṣé mo lè rìnrìn àjò lọ́la dípò lónìí?",Ṣé kò ní burú tí mo bá rìnrìn àjò lọ́la?,10,10,1.0,False,False,False
EP013,yor,C,politeness,School fees,nllb-200-3.3B,"Àárọ̀ ọ̀la o, mo ń kọ̀wé láti béèrè nípa owó iléèwé fún sáà yìí.","Àárọ̀, ṣé o mọ iye owó tí mo máa gbà lọ́dún yìí?",14,12,1.1666666666666667,False,False,False
EP014,yor,C,politeness,School fees,nllb-200-3.3B,"Jọ̀wọ́ màmá, màá mọrírì rẹ̀ gan-an bí mo bá lè san owó náà ní ìpele méjì.",Ṣé mo lè san owó náà ní apá méjì?,16,9,1.7777777777777777,False,False,False
EP015,yor,C,politeness,School fees,nllb-200-3.3B,"Ọ̀gá, mo ti san owó ilé náà, màá sì mú ìwé gbà á wá lọ́la.","Mo ti san owó ilé, màá mú ìwé gbà á wá lọ́la.",15,12,1.25,False,False,False
EP016,yor,C,politeness,School fees,nllb-200-3.3B,"Ẹ jọ̀wọ́, ṣé ẹ lè fún mi ní àkókò tí ẹ máa fi san owó náà?",Ìgbà wo ni àkókò tí wọ́n máa fi san owó náà máa dópin?,16,13,1.2307692307692308,False,False,False
EP017,yor,C,politeness,A wedding you attended,nllb-200-3.3B,"Ẹ kú ìrọ̀lẹ́ o màmá, mo dúpẹ́ pé ẹ pè mí, ayẹyẹ náà dára gan-an.","O ṣeun fún ìkésíni náà, ayẹyẹ ìgbéyàwó náà dùn gan-an.",15,10,1.5,False,False,False
EP018,yor,C,politeness,A wedding you attended,nllb-200-3.3B,"Ẹ jọ̀wọ́, mo tọrọ àforíjì pé mi ò lè wá síbi ìgbéyàwó yín lálẹ́ àná.",Ó dùn mí gan-an pé mi ò lọ síbi ìgbéyàwó náà lọ́jọ́ àná.,15,13,1.1538461538461537,False,False,False
EP019,yor,C,politeness,A wedding you attended,nllb-200-3.3B,"Ọ̀gá, ẹ jọ̀wọ́ ẹ gba ìkíni mi lórí ìgbéyàwó yín, kí ó ní ìbùkún.","Mo dúpẹ́ fún ìgbéyàwó yín, inú mi dùn gan-an fún yín méjèèjì!",14,12,1.1666666666666667,False,False,False
EP020,yor,C,politeness,A wedding you attended,nllb-200-3.3B,"Ìyá mi, ǹjẹ́ mo lè béèrè ìgbà wo ni ayẹyẹ náà máa bẹ̀rẹ̀?",Ìgbà wo ni ìgbéyàwó náà máa bẹ̀rẹ̀?,13,7,1.8571428571428572,False,False,False
EP021,yor,C,politeness,The weather this week,nllb-200-3.3B,"Ẹ kú òwúrọ̀, mo lérò pé ooru náà kò le jù fún yín.","Ooru yìí ti pọ̀ jù, báwo lo ṣe ń fara dà á?",13,12,1.0833333333333333,False,False,False
EP022,yor,C,politeness,The weather this week,nllb-200-3.3B,"Ẹ jọ̀wọ́ màmá, òjò ń rọ̀ gan-an, ẹ ṣọ́ra lójú ọ̀nà yín.","Òjò ń rọ̀ gan-an, ẹ ṣọ́ra lójú ọ̀nà.",12,8,1.5,False,False,False
EP023,yor,C,politeness,The weather this week,nllb-200-3.3B,"Ọ̀gá, mo lérò pé o ti ń gbóná, òru náà tutù gan-an.","Má ṣe dá ara rẹ lágara, òru máa ń tutù gan-an.",12,11,1.0909090909090908,False,False,False
EP024,yor,C,politeness,The weather this week,nllb-200-3.3B,"Ẹ kú ìrọ̀lẹ́ o màmá, ẹ jọ̀wọ́ ẹ yẹra fún lílọ síta lónìí, ojú ọjọ́ kò dára.","Má ṣe jáde lónìí, ojú-ọjọ́ kò dára.",17,7,2.4285714285714284,True,False,False
EP025,yor,C,politeness,Food at a restaurant,nllb-200-3.3B,"Ẹ kú ìrọ̀lẹ́ o, ṣé ẹ fẹ́ kí n ra nǹkan kan fún yín?",Ṣé o fẹ́ kí n ra nǹkan kan fún ọ?,14,10,1.4,False,False,False
EP026,yor,C,politeness,Food at a restaurant,nllb-200-3.3B,"Jọ̀wọ́ màmá, oúnjẹ ibí yìí dára gan-an, màá gbà yín níyànjú láti jẹ ẹ́.","Oúnjẹ ibẹ̀ dára gan-an, ó yẹ kó o jẹ ẹ́.",14,10,1.4,False,False,False
EP027,yor,C,politeness,Food at a restaurant,nllb-200-3.3B,"Ọ̀gá, ẹ jọ̀wọ́ ẹ dárí jì mí, mo ti jẹun kí n tó wá.","Ó dùn mí gan-an, mo ti jẹun kí n tó wá.",14,11,1.2727272727272727,False,False,False
EP028,yor,C,politeness,Food at a restaurant,nllb-200-3.3B,"Ẹ jọ̀wọ́, ẹ jẹ́ kí n mọ irú oúnjẹ tí ẹ fẹ́?",Èwo nínú wọn lo fẹ́ jẹ?,12,6,2.0,False,False,False
EP029,yor,C,politeness,A visit to a clinic or hospital,nllb-200-3.3B,"Ẹ kú òwúrọ̀ gan-an, mo lérò pé ara yín ti yá ju ti àná lọ.",Mo lérò pé ara rẹ ti yá ju ti àná lọ.,15,11,1.3636363636363635,False,False,False
EP030,yor,C,politeness,A visit to a clinic or hospital,nllb-200-3.3B,"Ẹ jọ̀wọ́ màmá, màá bá yín lọ sí ilé ìwòsàn náà bí ẹ bá gbà.",Mo lè tẹ̀ lé yín lọ sí ilé ìwòsàn náà bí ẹ bá fẹ́.,15,14,1.0714285714285714,False,False,False
EP031,yor,C,politeness,A visit to a clinic or hospital,nllb-200-3.3B,"Ọ̀gá, dókítà ní kí ẹ padà wá ní ọ̀sẹ̀ tó ń bọ̀.",Dókítà sọ pé kí ẹ padà wá lọ́sẹ̀ tó ń bọ̀.,12,11,1.0909090909090908,False,False,False
EP032,yor,C,politeness,A visit to a clinic or hospital,nllb-200-3.3B,"Jọ̀wọ́ màmá, fi inú rere sọ fún mi bí o bá nílò ohunkóhun láti ilé ìtajà.",Ẹ sọ fún mi bí ẹ bá nílò ohunkóhun láti ilé ìtajà.,16,12,1.3333333333333333,False,False,False
EP033,yor,C,politeness,A football match,nllb-200-3.3B,"Ẹ kú ìrọ̀lẹ́ ọ̀gá, ṣé ẹ lè wo ìdíje náà lálẹ́ ọjọ́ àná?",Ṣé o wo ìdíje náà lálẹ́ àná?,13,7,1.8571428571428572,False,False,False
EP034,yor,C,politeness,A football match,nllb-200-3.3B,"Jọ̀wọ́ màmá, ìdíje náà bẹ̀rẹ̀ ní aago mẹ́rin, mi ò fẹ́ kí o pàdánù rẹ̀.","Ìjà náà máa bẹ̀rẹ̀ ní aago mẹ́rin, ẹ má ṣe gbàgbé rẹ̀, wọ́n sọ pé ó yẹ kó dára.",15,19,1.2666666666666666,False,False,False
EP035,yor,C,politeness,A football match,nllb-200-3.3B,"Ọ̀gá, mo dúpẹ́, ẹgbẹ́ yín ṣeré dáadáa lálẹ́ àná.","Ẹgbẹ́ yín ṣeré dáadáa l'ọ́jọ́ àná, ẹ kú oríire!",9,9,1.0,False,False,False
EP036,yor,C,politeness,A football match,nllb-200-3.3B,"Ẹ jọ̀wọ́, ṣé ẹ fẹ́ jọ wo ìdíje náà lálẹ́ yìí?",Ṣé ẹ fẹ́ jọ wo ìdíje náà lálẹ́ yìí?,11,9,1.2222222222222223,False,False,False
EP037,yor,C,politeness,Electricity supply,nllb-200-3.3B,"Ẹ kú òwúrọ̀, mo fẹ́ kí ẹ mọ̀ pé ìmọ́lẹ̀ ti pa dà.","Ìmọ́lẹ̀ ti padà wá, o lè máa fi iná kún àwọn nǹkan rẹ kí ó tó tún lọ.",13,18,1.3846153846153846,False,False,False
EP038,yor,C,politeness,Electricity supply,nllb-200-3.3B,"Ẹ jọ̀wọ́ màmá, kò sí ìmọ́lẹ̀ láti òwúrọ̀, mo tọrọ àforíjì.","Kò sí ìmọ́lẹ̀ láti òwúrọ̀, ó dùn mí, mi ò lè gba ohunkóhun fún ọ.",11,15,1.3636363636363635,False,False,False
EP039,yor,C,politeness,Electricity supply,nllb-200-3.3B,"Ọ̀gá, ṣé mo lè fi fóònù mi ṣírò owó níbí, kò sí ìmọ́lẹ̀ nílé mi?",Ṣé mo lè máa fi fóònù mi ṣírò owó níbí?,15,10,1.5,False,False,False
EP040,yor,C,politeness,Electricity supply,nllb-200-3.3B,"Ẹ jọ̀wọ́, ẹ sọ fún mi nígbà tí wọ́n bá ti dá iná náà padà.",Sọ fún mi nígbà tí ìmọ́lẹ̀ bá padà wá.,15,9,1.6666666666666667,False,False,False
EP041,yor,C,politeness,New clothes or shoes,nllb-200-3.3B,"Ojúmọ́ rere màmá, aṣọ tí ẹ fi ránṣẹ́ bá mi mu gan-an, ẹ ṣeun.","Aṣọ tó o fi ránṣẹ́ náà bá mi mu gan-an, o ṣeun!",14,12,1.1666666666666667,False,False,False
EP042,yor,C,politeness,New clothes or shoes,nllb-200-3.3B,"Jọ̀wọ́, ṣé mo lè béèrè ibi tí o ti ra bàtà náà?",Ibo lo ti ra àwọn bàtà wọ̀nyẹn?,12,7,1.7142857142857142,False,False,False
EP043,yor,C,politeness,New clothes or shoes,nllb-200-3.3B,"Ọ̀gá, màá mú ẹ̀wù náà wá fún yín lọ́la, tó bá rọrùn fún yín.","Màá mú ẹ̀wù náà wá lọ́la, tó bá dáa.",14,9,1.5555555555555556,False,False,False
EP044,yor,C,politeness,New clothes or shoes,nllb-200-3.3B,"Jọ̀wọ́ màmá, ẹ jọ̀wọ́ ẹ ràn mí lọ́wọ́ kí n tó rà á.",Ṣàkíyèsí bí wọ́n ṣe tóbi tó kó o tó rà á.,13,11,1.1818181818181819,False,False,False
EP045,yor,C,politeness,A neighbour,nllb-200-3.3B,"Àárọ̀ dáradára, ọ̀gá, mo dúpẹ́ lọ́wọ́ rẹ pé o bá mi kó àwọn nǹkan mi dání lálẹ́ àná.",Mo dúpẹ́ fún ìrànlọ́wọ́ tó o ṣe fún mi lọ́jọ́ tó kọjá.,18,12,1.5,False,False,False
EP046,yor,C,politeness,A neighbour,nllb-200-3.3B,"Jọ̀wọ́ màmá, ṣé ẹ lè gbà mí láyè láti dúró níwájú ẹnubodè yín fúngbà díẹ̀?",Ṣé mo lè dúró síwájú ibodè yín fúngbà díẹ̀?,15,9,1.6666666666666667,False,False,False
EP047,yor,C,politeness,A neighbour,nllb-200-3.3B,"Ọ̀gá, màá gbéra lọ lọ́la, ẹ jọ̀wọ́ ẹ máa ṣọ́ ilé náà.","Mo ń rin ìrìnàjò lọ́la, ṣójú ilé fún mi.",12,9,1.3333333333333333,False,False,False
EP048,yor,C,politeness,A neighbour,nllb-200-3.3B,"Ẹ jọ̀wọ́, ẹ dín orin náà kù díẹ̀, àwọn kan ń sinmi.","Ẹ jọ̀wọ́ ẹ dín orin náà kù, àwọn èèyàn ń sùn.",12,11,1.0909090909090908,False,False,False
EP049,yor,C,politeness,Traffic in town,nllb-200-3.3B,"Àárọ̀ ọ̀la, ọ̀gá mi, èrò pọ̀ gan-an lónìí, ẹ jọ̀wọ́ ẹ tètè lọ.","Ọ̀pọ̀lọpọ̀ èrò ló wà lóde òní, ẹ tètè máa lọ.",13,10,1.3,False,False,False
EP050,yor,C,politeness,Traffic in town,nllb-200-3.3B,"Ẹ jọ̀wọ́ màmá, mo ti há sínú ọkọ̀, màá pẹ́ díẹ̀.","Mo ti há sínú ọkọ̀, màá pẹ́, má ṣe dúró dè mí kí o tó bẹ̀rẹ̀.",11,16,1.4545454545454546,False,False,False
EP051,yor,C,politeness,Traffic in town,nllb-200-3.3B,"Ọ̀gá, ṣé mo lè dábàá pé kí o gba ojú ọ̀nà kejì, ó mọ́lẹ̀ dáadáa.","Wọ ojú ọ̀nà kejì, ó mọ́lẹ̀ dáadáa, mo kọjá níbẹ̀ láàárọ̀ yìí.",15,12,1.25,False,False,False
EP052,yor,C,politeness,Traffic in town,nllb-200-3.3B,"Ẹ jọ̀wọ́, ẹ sọ fún mi nígbà tí ẹ bá ń lọ kí n lè dúró.",Sọ fún mi nígbà tí o bá ń lọ kí n lè dúró.,16,13,1.2307692307692308,False,False,False
EP053,yor,C,politeness,A phone you bought,nllb-200-3.3B,"Ẹ kú ìrọ̀lẹ́ o, mo fẹ́ gba ìmọ̀ràn yín kí n tó ra tẹlifóònù yìí.",Kí ni èrò rẹ nípa fóònù yìí kí n tó rà á?,15,12,1.25,False,False,False
EP054,yor,C,politeness,A phone you bought,nllb-200-3.3B,"Jọ̀wọ́ màmá, tẹlifóònù náà ń ṣiṣẹ́ dáadáa, o ṣeun fún ìrànlọ́wọ́ rẹ.","Tẹlifóònù náà ń ṣiṣẹ́ dáadáa, o ṣeun fún ìrànlọ́wọ́ rẹ.",12,10,1.2,False,False,False
EP055,yor,C,politeness,A phone you bought,nllb-200-3.3B,"Ọ̀gá, ẹ jọ̀wọ́ ẹ lè ràn mí lọ́wọ́ láti wò ó bóyá owó yìí tọ́?",Ṣé iye tí mo sọ yìí bọ́gbọ́n mu?,15,8,1.875,False,False,False
EP056,yor,C,politeness,A phone you bought,nllb-200-3.3B,"Ẹ jọ̀wọ́ màmá, ẹ fi inú rere rán mi ní nọ́ńbà ilé ìtajà tí ẹ lò.",Fi nọ́ńbà ilé ìtajà yẹn ránṣẹ́ sí mi.,16,8,2.0,False,False,False
EP057,yor,C,politeness,The rainy season,nllb-200-3.3B,"Àárọ̀ ọ̀la, ọ̀gá, òjò ti bẹ̀rẹ̀, ẹ jọ̀wọ́ ẹ ṣọ́ra lójú ọ̀nà.","Òjò ti bẹ̀rẹ̀, ẹ ṣọ́ra lójú ọ̀nà.",12,7,1.7142857142857142,False,False,False
EP058,yor,C,politeness,The rainy season,nllb-200-3.3B,"Jọ̀wọ́ màmá, jọ̀wọ́ bo àwọn nǹkan tó wà níta kí òjò tó rọ̀.","Pa àwọn nǹkan tó wà níta mọ́, òjò ń rọ̀.",13,10,1.3,False,False,False
EP059,yor,C,politeness,The rainy season,nllb-200-3.3B,"Ọ̀gá, mo lérò pé òjò náà kò dé apá ilé yín.",Mo lérò pé òjò náà kò wọ ẹ̀gbẹ́ rẹ.,11,9,1.2222222222222223,False,False,False
EP060,yor,C,politeness,The rainy season,nllb-200-3.3B,"Ẹ jọ̀wọ́, ẹ jẹ́ kí n mú àwọn àga wọlé kí òjò tó rọ̀.",Ẹ jẹ́ kí n mú àwọn àga wọlé kí òjò tó rọ̀.,14,12,1.1666666666666667,False,False,False
EP061,yor,C,politeness,A friend's visit,nllb-200-3.3B,"Ẹ kú ìrọ̀lẹ́ o màmá, mo dúpẹ́ pé ẹ gbà mí sílé yín lónìí.","Mo dúpẹ́ pé ẹ gbà mí lálejò lónìí, mo gbádùn ara mi gan-an, oúnjẹ náà sì dùn ún jẹ.",14,19,1.3571428571428572,False,False,False
EP062,yor,C,politeness,A friend's visit,nllb-200-3.3B,"Ẹ jọ̀wọ́, ṣé mo lè wá kí yín lópin ọ̀sẹ̀ yìí?",Ṣé mo lè wá rí ẹ lópin ọ̀sẹ̀ yìí?,11,9,1.2222222222222223,False,False,False
EP063,yor,C,politeness,A friend's visit,nllb-200-3.3B,"Ọ̀gá, mo tọrọ àforíjì pé mi ò lè wá bí mo ṣe ṣèlérí.",Ó dùn mí pé mi ò lè wá bí mo ṣe sọ.,13,12,1.0833333333333333,False,False,False
EP064,yor,C,politeness,A friend's visit,nllb-200-3.3B,"Jọ̀wọ́ màmá mi, jọ̀ọ́ jẹ́ kí n mọ àkókò tó bá rọrùn fún ẹ.",Àkókò wo ló máa bá ẹ lára mu? Ọ̀pọ̀lọpọ̀ òpin ọ̀sẹ̀ ni mo ní lómìnira lọ́nàkọnà.,14,16,1.1428571428571428,False,False,False
EP065,yor,C,politeness,Your work or job,nllb-200-3.3B,"Ẹ kú ìrọ̀lẹ́ o, mo ti parí iṣẹ́ tí ẹ yàn fún mi.",Mo ti parí iṣẹ́ tí o fún mi.,13,8,1.625,False,False,False
EP066,yor,C,politeness,Your work or job,nllb-200-3.3B,"Jọ̀wọ́ màmá, ṣé mo lè béèrè fún ọjọ́ kan sí i láti parí èyí?",Ṣé ẹ lè fún mi ní ọjọ́ kan sí i fún èyí?,14,12,1.1666666666666667,False,False,False
EP067,yor,C,politeness,Your work or job,nllb-200-3.3B,"Ọ̀gá, mo dúpẹ́ fún àǹfààní yìí, mo ti kẹ́kọ̀ọ́ gan-an.","Mo dúpẹ́ fún àǹfààní yìí, mo kẹ́kọ̀ọ́ gan-an.",10,8,1.25,False,False,False
EP068,yor,C,politeness,Your work or job,nllb-200-3.3B,"Jọ̀wọ́ ọ̀gá, jọ̀wọ́ ṣàtúnyẹ̀wò èyí nígbà tí o bá ní àkókò díẹ̀.",Wo èyí nígbà tí o bá ráyè.,12,7,1.7142857142857142,False,False,False
EP069,yor,C,politeness,A tailor's work,nllb-200-3.3B,"Ẹ kú ìrọ̀lẹ́ ọ̀gá, ẹ jọ̀wọ́ ìgbà wo ni aṣọ náà máa ṣe tán?",Ìgbà wo ni aṣọ náà máa ṣe tán?,14,8,1.75,False,False,False
EP070,yor,C,politeness,A tailor's work,nllb-200-3.3B,"Ẹ jọ̀wọ́ màmá, aṣọ náà lẹ́wà gan-an, ẹ ṣeun fún iṣẹ́ yín.","Aṣọ náà lẹ́wà gan-an, o ṣeun!",12,6,2.0,False,False,False
EP071,yor,C,politeness,A tailor's work,nllb-200-3.3B,"Ọ̀gá, ṣé mo lè wá gba aṣọ náà lọ́la?",Ṣé mo lè wá gba aṣọ náà lọ́la?,9,8,1.125,False,False,False
EP072,yor,C,politeness,A tailor's work,nllb-200-3.3B,"Ẹ jọ̀wọ́, ẹ kúkú ṣe àwọn ẹ̀wù náà kúrú díẹ̀.",Jẹ́ kí apá aṣọ náà kúrú díẹ̀.,10,7,1.4285714285714286,False,False,False
EP073,yor,C,politeness,The cost of transport,nllb-200-3.3B,"Àárọ̀ ọ̀la o, ẹ jọ̀wọ́ ẹ jẹ́ kí n mọ iye owó ọkọ̀ tó ń lọ sí ìlú?",Èló ni owó ọkọ̀ tó máa gbé mi dé ìlú báyìí?,18,11,1.6363636363636365,False,False,False
EP074,yor,C,politeness,The cost of transport,nllb-200-3.3B,"Ẹ jọ̀wọ́ màmá, owó ọkọ̀ ti lọ sókè, mo fẹ́ sọ fún yín.","Owó ọkọ̀ ti lọ sókè, mo kàn fẹ́ kí ẹ mọ̀.",13,11,1.1818181818181819,False,False,False
EP075,yor,C,politeness,The cost of transport,nllb-200-3.3B,"Ọ̀gá, èmi ni màá bójú tó ìrìn àjò náà, ẹ jọ̀wọ́ ẹ má ṣàníyàn nípa rẹ̀.","Ẹ má ṣe dààmú nípa ètò ìrìnnà, èmi ni màá bójú tó o.",16,13,1.2307692307692308,False,False,False
EP076,yor,C,politeness,The cost of transport,nllb-200-3.3B,"Jọ̀wọ́ màmá, jọ̀wọ́ fi owó náà ránṣẹ́ fún ìrìnnà nígbà tóo bá lè ṣe é.",Fi owó ọkọ̀ náà ránṣẹ́ nígbà tó o bá lè ṣe é.,15,12,1.25,False,False,False
EP077,yor,C,politeness,A family gathering,nllb-200-3.3B,"Ẹ kú ìrọ̀lẹ́ o, mo dúpẹ́ pé ẹ gbà wá lálejò lálẹ́ àná.","A dúpẹ́ pé ẹ gbà wá lálejò lálẹ́ àná, gbogbo èèyàn ló sọ pé àwọn gbádùn ara àwọn.",13,18,1.3846153846153846,False,False,False
EP078,yor,C,politeness,A family gathering,nllb-200-3.3B,"Jọ̀wọ́ màmá, ṣé wàá wá síbi àpèjẹ náà lópin ọ̀sẹ̀ yìí?",Ṣé wàá wá síbi àpéjọ náà lópin ọ̀sẹ̀ yìí?,11,9,1.2222222222222223,False,False,False
EP079,yor,C,politeness,A family gathering,nllb-200-3.3B,"Ọ̀gá, ó dùn mí pé mi ò ní lè wá lọ́jọ́ Sátidé.","Ó dùn mí gan-an, mi ò lè wá lọ́jọ́ Sátidé.",12,10,1.2,False,False,False
EP080,yor,C,politeness,A family gathering,nllb-200-3.3B,"Jọ̀wọ́, mo fẹ́ mọ ohun tó yẹ kí n gbé dání.",Kí ló yẹ kí n gbé dání? Ẹ sọ fún mi kíákíá kí n lè rà á nígbà tí mo bá ń lọ.,11,23,2.090909090909091,True,False,False
EP081,yor,C,politeness,Music you heard,nllb-200-3.3B,"Ẹ kú ìrọ̀lẹ́ o, mo gbọ́ orin kan lónìí tí mo rò pé ẹ máa gbádùn rẹ̀.","Mo gbọ́ orin kan lónìí tí wàá fẹ́ràn gan-an, jẹ́ kí n fi ránṣẹ́ sí ọ.",17,16,1.0625,False,False,False
EP082,yor,C,politeness,Music you heard,nllb-200-3.3B,"Jọ̀wọ́ màmá, ṣé ẹ lè fi orin tí ẹ kọ ránṣẹ́ sí mi?",Fi orin tó o kọ ránṣẹ́ sí mi.,13,8,1.625,False,False,False
EP083,yor,C,politeness,Music you heard,nllb-200-3.3B,"Ọ̀gá mi, ṣé ẹ̀yin náà á gbà kí n gbé orin kan dání nígbà tá a bá ń ṣiṣẹ́?",Ṣé mo lè máa gbé orin dání nígbà tá a bá ń ṣiṣẹ́?,19,13,1.4615384615384615,False,False,False
EP084,yor,C,politeness,Music you heard,nllb-200-3.3B,"Ẹ jọ̀wọ́ màmá, orin náà ti lọ sókè jù, ṣé mo lè dín in kù?","Orin ń dún gan-an, ẹ jẹ́ kí n dín in kù.",15,11,1.3636363636363635,False,False,False
EP085,yor,C,politeness,Service at a shop,nllb-200-3.3B,"Ẹ kú òwúrọ̀ gan-an, ẹ jọ̀wọ́ ẹ lè ràn mí lọ́wọ́ láti wá nǹkan yìí?",Jọ̀wọ́ ràn mí lọ́wọ́ láti wá nǹkan yìí.,15,8,1.875,False,False,False
EP086,yor,C,politeness,Service at a shop,nllb-200-3.3B,"Jọ̀wọ́ màmá mi, mo dúpẹ́ fún sùúrù rẹ, o ràn mí lọ́wọ́ gan-an.","Ẹ ṣeun fún sùúrù yín, ẹ ràn mí lọ́wọ́ gan-an.",13,10,1.3,False,False,False
EP087,yor,C,politeness,Service at a shop,nllb-200-3.3B,"Ọ̀gá, ṣé mo lè fi nǹkan yìí ṣe pàṣípààrọ̀, mo ní kásẹ́ẹ̀tì rẹ̀ lọ́wọ́.",Ṣé mo lè fi èyí ṣe pàṣípààrọ̀?,14,7,2.0,False,False,False
EP088,yor,C,politeness,Service at a shop,nllb-200-3.3B,"Jọ̀wọ́ màmá, fi inú rere sọ fún mi nígbà tí nǹkan náà bá ti wà ní ìsọ̀rí.",Ẹ sọ fún mi nígbà tí ẹ bá rí i pé ó ti wà ní ìsọ̀rí.,17,16,1.0625,False,False,False
EP089,yor,C,politeness,Farming or the harvest,nllb-200-3.3B,"Àárọ̀ ọ̀la, ọ̀gá, mo nírètí pé ìkórè ti dára ní àsìkò yìí.",Mo lérò pé ìkórè náà yóò lọ dáadáa ní àsìkò yìí.,12,11,1.0909090909090908,False,False,False
EP090,yor,C,politeness,Farming or the harvest,nllb-200-3.3B,"Jọ̀wọ́ màmá, ṣé mo lè wá ràn ẹ́ lọ́wọ́ nínú oko lópin ọ̀sẹ̀ yìí?",Ṣé mo lè wá ran oko yín lọ́wọ́ lópin ọ̀sẹ̀ yìí?,14,11,1.2727272727272727,False,False,False
EP091,yor,C,politeness,Farming or the harvest,nllb-200-3.3B,"Ọ̀gá, àgbàdo náà ti ṣe tán, jọ̀wọ́ jẹ́ kí n mọ ìgbà tó yẹ kí n kórè.","Kòkòrò ti gbára dì, sọ fún mi ìgbà tó yẹ kí n kórè.",17,13,1.3076923076923077,False,False,False
EP092,yor,C,politeness,Farming or the harvest,nllb-200-3.3B,"Ẹ jọ̀wọ́, ẹ bá mi sọ ìgbà tí màá gbìn ín lọ́dún yìí.",Ìgbà wo ló yẹ kí n gbìn ín lọ́dún yìí?,13,10,1.3,False,False,False
EP093,yor,C,politeness,Travelling home for a holiday,nllb-200-3.3B,"Ẹ kú ìrọ̀lẹ́ o, ọ̀sẹ̀ tó ń bọ̀ ni màá padà sílé, bí Ọlọ́run bá fẹ́.","Mo máa lọ sílé lọ́sẹ̀ tó ń bọ̀, màá sọ fún ẹ nígbà tí mo bá débẹ̀.",16,17,1.0625,False,False,False
